SSC_NAME_2011,POA_CODE_2011
The Lagoon,2795
O'Connell (NSW),2795
Sunny Corner,2795
Napoleon Reef,2795
Yetholme,2795
Kirkconnell,2795
Burraga,2795
Meadow Flat,2795
Newbridge (NSW),2795
Lyndhurst (Blayney - NSW),2797
Millthorpe,2798
Forest Reefs,2798
Spring Terrace,2798
Shadforth (NSW),2798
Spring Hill (Cabonne - NSW),2798
Blayney,2799
Neville,2799
Barry (Blayney - NSW),2799
Orange,2800
Clifton Grove,2800
Cargo,2800
Lewis Ponds,2800
Lucknow (NSW),2800
Huntley (Orange - NSW),2800
Springside (NSW),2800
Canobolas,2800
Ophir,2800
Summer Hill Creek,2800
Mullion Creek,2800
Nashdale,2800
Borenore,2800
Belgravia,2800
Bendick Murrell,2803
Canowindra,2804
Moorbel,2804
Gooloogong,2805
Eugowra,2806
Koorawatha,2807
Wyangala,2808
Greenethorpe,2809
Grenfell,2810
Warraderry,2810
Caragabal,2810
Gollan,2820
Apsley (NSW),2820
Comobella,2820
Mumbil,2820
Wellington (NSW),2820
Stuart Town,2820
Neurea,2820
Mount Arthur,2820
Geurie,2820
Spicers Creek,2820
Montefiores,2820
Narromine,2821
Burroway,2821
Trangie,2823
Gin Gin (NSW),2823
Marthaguy,2824
Warren,2824
Ravenswood (NSW),2824
Nyngan,2825
Hermidale,2825
Gilgandra,2827
Collie (NSW),2827
Biddon,2827
Gulargambone,2828
Coonamble,2829
Gilgooma,2829
Dubbo,2830
Mugga Downs,2830
Eulomogo,2830
Bunglegumbie,2830
Beni,2830
Brocklehurst,2830
Obley,2830
Eschol,2830
Cumboogle,2830
Yarrabar,2830
Burrabadine,2830
Minore Falls,2830
Terramungamine,2830
Bruah,2830
Delroy Heights,2830
Ballimore,2830
Quambone,2831
Nevertire,2831
Girilambone,2831
Goodooga,2831
Carinda,2831
Merrygoen,2831
Wongarbon,2831
Eumungerie,2831
Balladoran,2831
Armatree,2831
Tooraweenah,2831
Geurie,2831
Cumborah,2832
Come By Chance,2832
Walgett,2832
Collarenebri,2833
Lightning Ridge,2834
Cobar,2835
Kerrigundi,2835
White Cliffs,2836
Wilcannia,2836
Brewarrina,2839
Weilmoringle,2839
Bourke,2840
Wanaaring,2840
Enngonia,2840
Mendooran,2842
Coolah,2843
Dunedoo,2844
Leadville,2844
Wallerawang,2845
Capertee,2846
Portland (NSW),2847
Kandos,2848
Clandulla,2848
Charbon,2848
Glen Davis,2849
Rylstone,2849
Coxs Creek,2849
Breakfast Creek,2849
Lidsdale,2849
Mudgee,2850
Putta Bucca,2850
Burrundulla,2850
Bombira,2850
Ilford,2850
Yarrawonga (NSW),2850
Wollar,2850
Cooks Gap,2850
Cooyal,2850
St Fillans,2850
Budgee Budgee (NSW),2850
Kains Flat,2850
Spring Flat,2850
Menah,2850
Grattai,2850
Hargraves,2850
Lue,2850
Windeyer (NSW),2850
Gulgong,2852
Tallawang,2852
Stubbo,2852
Piambong,2852
Cudal,2864
Bowan Park,2864
Manildra,2865
Molong,2866
Garra,2866
Larras Lee,2866
Cumnock,2867
North Yeoval,2868
Yeoval,2868
Peak Hill (NSW),2869
Tomingley,2869
Parkes (NSW),2870
Cookamidgera,2870
Cooks Myalls,2870
Goonumbla,2870
Forbes (NSW),2871
Grawlin,2871
Bundaburrah,2871
Jemalong,2871
Calarie,2871
Bedgerebong,2871
Tottenham (NSW),2873
Tullamore,2874
Ootha,2875
Fifield,2875
Trundle,2875
Bogan Gate,2876
Condobolin,2877
Euabalong,2877
Ivanhoe (NSW),2878
Menindee,2879
Sunset Strip (NSW),2879
Broken Hill,2880
Tibooburra,2880
Mutawintji,2880
Lord Howe Island,2898
Greenway,2900
Unclassified (ACT),2900
Kambah,2902
Oxley (ACT),2903
Wanniassa,2903
Fadden,2904
Gowrie (ACT),2904
Macarthur (ACT),2904
Monash (ACT),2904
Bonython,2905
Calwell,2905
Chisholm (ACT),2905
Gilmore (ACT),2905
Isabella Plains,2905
Richardson,2905
Theodore (ACT),2905
Banks,2906
Conder,2906
Gordon (ACT),2906
Crace,2911
Mitchell (ACT),2911
Casey,2912
Gungahlin,2912
Unclassified (ACT),2912
Franklin (ACT),2913
Ngunnawal,2913
Nicholls,2913
Palmerston (ACT),2913
Amaroo (ACT),2914
Bonner,2914
Forde,2914
Harrison,2914
Melbourne,3000
East Melbourne,3002
West Melbourne,3003
Melbourne,3004
Docklands,3005
Southbank,3006
South Wharf,3006
Docklands,3008
Parkville (Vic.),3010
Footscray,3011
Seddon (Vic.),3011
Brooklyn (Vic.),3012
Maidstone,3012
Kingsville,3012
West Footscray,3012
Tottenham (Vic.),3012
Yarraville,3013
Newport (Vic.),3015
Spotswood,3015
South Kingsville,3015
Williamstown (Vic.),3016
Williamstown North,3016
Altona (Vic.),3018
Seaholme,3018
Braybrook,3019
Albion (Vic.),3020
Sunshine (Vic.),3020
Sunshine North,3020
Sunshine West,3020
Kealba,3021
Kings Park (Vic.),3021
Albanvale,3021
St Albans (Vic.),3021
Ardeer,3022
Cairnlea,3023
Deer Park,3023
Burnside (Vic.),3023
Burnside Heights,3023
Caroline Springs,3023
Ravenhall,3023
Mount Cottrell,3024
Wyndham Vale,3024
Altona North,3025
Laverton North,3026
Williams Landing,3027
Altona Meadows,3028
Seabrook,3028
Laverton (Vic.),3028
Hoppers Crossing,3029
Tarneit,3029
Truganina,3029
Derrimut,3030
Point Cook,3030
Werribee,3030
Cocoroc,3030
Werribee South,3030
Flemington,3031
Kensington (Vic.),3031
Ascot Vale,3032
Travancore,3032
Maribyrnong,3032
Keilor East,3033
Avondale Heights,3034
Keilor,3036
Keilor North,3036
Delahey,3037
Hillside (Melton - Vic.),3037
Sydenham (Vic.),3037
Calder Park,3037
Taylors Hill,3037
Keilor Downs,3038
Taylors Lakes,3038
Keilor Lodge,3038
Moonee Ponds,3039
Essendon,3040
Aberfeldie,3040
Essendon West,3040
Essendon North,3041
Essendon Fields,3041
Strathmore Heights,3041
Strathmore (Vic.),3041
Airport West,3042
Keilor Park,3042
Niddrie,3042
Tullamarine,3043
Gowanbrae,3043
Gladstone Park,3043
Pascoe Vale South,3044
Pascoe Vale,3044
Melbourne Airport,3045
Glenroy (Vic.),3046
Hadfield,3046
Oak Park,3046
Jacana,3047
Broadmeadows (Vic.),3047
Dallas,3047
Coolaroo,3048
Meadow Heights,3048
Westmeadows,3049
Attwood,3049
North Melbourne,3051
Parkville (Vic.),3052
Carlton (Vic.),3053
Carlton North,3054
Princes Hill,3054
Brunswick West,3055
Brunswick (Vic.),3056
Brunswick East,3057
Coburg,3058
Coburg North,3058
Greenvale (Vic.),3059
Fawkner,3060
Campbellfield,3061
Somerton (Vic.),3062
Yuroke,3063
Oaklands Junction,3063
Craigieburn,3064
Mickleham,3064
Roxburgh Park,3064
Fitzroy (Vic.),3065
Collingwood (Vic.),3066
Abbotsford (Vic.),3067
Fitzroy North,3068
Clifton Hill,3068
Northcote,3070
Thornbury,3071
Preston (Vic.),3072
Reservoir (Vic.),3073
Thomastown,3074
Lalor,3075
Epping (Vic.),3076
Alphington,3078
Fairfield (Vic.),3078
Ivanhoe (Vic.),3079
Ivanhoe East,3079
Heidelberg West,3081
Bellfield (Banyule - Vic.),3081
Heidelberg Heights,3081
Mill Park,3082
Bundoora (Vic.),3083
Kingsbury,3083
Rosanna,3084
Heidelberg,3084
Eaglemont,3084
Viewbank,3084
Yallambie,3085
Macleod (Vic.),3085
Bundoora (Vic.),3086
Watsonia,3087
Watsonia North,3087
Greensborough,3088
St Helena,3088
Briar Hill,3088
Diamond Creek,3089
Plenty (Vic.),3090
Yarrambat,3091
Lower Plenty,3093
Montmorency,3094
Eltham North,3095
Eltham (Vic.),3095
Research,3095
Wattle Glen,3096
Bend Of Islands,3097
Kangaroo Ground,3097
Hurstbridge,3099
Strathewen,3099
Cottles Bridge,3099
Arthurs Creek,3099
Nutfield,3099
Kew (Vic.),3101
Kew East,3102
Balwyn,3103
Deepdene (Vic.),3103
Balwyn North,3104
Bulleen,3105
Templestowe,3106
Templestowe Lower,3107
Doncaster,3108
Doncaster East,3109
Donvale,3111
North Warrandyte,3113
Warrandyte,3113
Park Orchards,3114
Wonga Park,3115
Chirnside Park,3116
Richmond (Vic.),3121
Burnley,3121
Cremorne (Vic.),3121
Hawthorn (Vic.),3122
Hawthorn East,3123
Camberwell (Vic.),3124
Burwood (Vic.),3125
Canterbury (Vic.),3126
Mont Albert,3127
Surrey Hills,3127
Box Hill (Vic.),3128
Box Hill South,3128
Mont Albert North,3129
Box Hill North,3129
Blackburn North,3130
Blackburn,3130
Blackburn South,3130
Forest Hill (Vic.),3131
Nunawading,3131
Mitcham (Vic.),3132
Vermont,3133
Vermont South,3133
Ringwood North,3134
Warrandyte South,3134
Warranwood,3134
Ringwood (Vic.),3134
Ringwood East,3135
Heathmont,3135
Croydon (Vic.),3136
Croydon South,3136
Croydon North,3136
Croydon Hills,3136
Kilsyth South,3137
Kilsyth,3137
Mooroolbark,3138
Wandin North,3139
Seville,3139
Seville East,3139
Wandin East,3139
Don Valley,3139
Launching Place,3139
Woori Yallock,3139
Yellingbo,3139
Hoddles Creek,3139
Lilydale (Vic.),3140
South Yarra,3141
Toorak,3142
Armadale (Vic.),3143
Malvern (Vic.),3144
Kooyong,3144
Caulfield East,3145
Malvern East,3145
Glen Iris (Vic.),3146
Ashburton,3147
Ashwood,3147
Chadstone,3148
Mount Waverley,3149
Glen Waverley,3150
Wheelers Hill,3150
Burwood East,3151
Wantirna,3152
Wantirna South,3152
Bayswater (Vic.),3153
Bayswater North,3153
The Basin (Vic.),3154
Boronia,3155
Ferntree Gully,3156
Upper Ferntree Gully,3156
Lysterfield,3156
Lysterfield South,3156
Upwey,3158
Selby,3159
Menzies Creek,3159
Belgrave South,3160
Belgrave,3160
Belgrave Heights,3160
Tecoma,3160
Caulfield North,3161
Caulfield South,3162
Caulfield,3162
Carnegie,3163
Murrumbeena,3163
Glen Huntly,3163
Bentleigh East,3165
Hughesdale,3166
Oakleigh,3166
Oakleigh East,3166
Huntingdale (Vic.),3166
Oakleigh South,3167
Clayton,3168
Notting Hill,3168
Clarinda,3169
Clayton South,3169
Mulgrave (Vic.),3170
Springvale (Vic.),3171
Dingley Village,3172
Springvale South,3172
Keysborough,3173
Noble Park,3174
Noble Park North,3174
Dandenong,3175
Dandenong South,3175
Bangholme,3175
Dandenong North,3175
Doveton,3177
Eumemmerring,3177
Lysterfield,3178
Rowville,3178
Scoresby,3179
Wantirna South,3179
Knoxfield,3180
Windsor (Vic.),3181
Prahran,3181
St Kilda (Vic.),3182
St Kilda West,3182
St Kilda East,3183
Balaclava (Vic.),3183
Elwood,3184
Ripponlea,3185
Elsternwick,3185
Gardenvale,3185
Brighton (Vic.),3186
Brighton East,3187
Hampton (Vic.),3188
Hampton East,3188
Moorabbin,3189
Highett,3190
Sandringham (Vic.),3191
Cheltenham (Vic.),3192
Black Rock (Vic.),3193
Beaumaris (Vic.),3193
Mentone,3194
Moorabbin Airport,3194
Aspendale Gardens,3195
Waterways,3195
Braeside,3195
Aspendale,3195
Mordialloc,3195
Parkdale,3195
Bonbeach,3196
Chelsea,3196
Chelsea Heights,3196
Edithvale,3196
Carrum,3197
Patterson Lakes,3197
Seaford (Vic.),3198
Frankston,3199
Frankston South,3199
Frankston North,3200
Carrum Downs,3201
Heatherton,3202
McKinnon,3204
Bentleigh,3204
Ormond,3204
South Melbourne,3205
Albert Park (Vic.),3206
Middle Park (Vic.),3206
Port Melbourne,3207
Little River (Vic.),3211
Lara,3212
Avalon (Vic.),3212
Corio,3214
Norlane,3214
North Shore (Vic.),3214
Hamlyn Heights,3215
Bell Park,3215
North Geelong,3215
Bell Post Hill,3215
Drumcondra,3215
Rippleside,3215
Freshwater Creek,3216
Belmont (Vic.),3216
Grovedale,3216
Marshall,3216
Waurn Ponds,3216
Mount Duneed,3216
Highton,3216
Wandana Heights,3216
Highton,3217
Manifold Heights,3218
Herne Hill (Vic.),3218
Geelong West,3218
Breakwater,3219
Thomson (Greater Geelong - Vic.),3219
East Geelong,3219
Newcomb,3219
St Albans Park,3219
Whittington,3219
Geelong,3220
South Geelong,3220
Newtown (Greater Geelong - Vic.),3220
Batesford,3221
Gheringhap,3221
Murgheboluc,3221
Gnarwarre,3221
Barrabool,3221
Lovely Banks,3221
Moorabool,3221
Fyansford,3221
Ceres,3221
Anakie,3221
Moolap,3221
Wallington,3221
Wye River,3221
Drysdale,3222
Curlewis (Vic.),3222
Clifton Springs,3222
Marcus Hill,3222
Mannerim,3222
Portarlington,3223
Indented Head,3223
St Leonards (Vic.),3223
Leopold,3224
Point Lonsdale,3225
Queenscliff (Vic.),3225
Ocean Grove,3226
Barwon Heads,3227
Connewarre,3227
Breamlea,3227
Torquay (Vic.),3228
Jan Juc,3228
Bells Beach,3228
Bellbrae,3228
Anglesea,3230
Fairhaven,3231
Aireys Inlet,3231
Lorne (Vic.),3231
Lorne (Vic.),3232
Apollo Bay (Vic.),3233
Marengo (Vic.),3233
Skenes Creek,3233
Deans Marsh,3235
Forrest (Vic.),3236
Beech Forest,3237
Johanna,3238
Gellibrand,3239
Modewarre,3240
Mount Moriac,3240
Paraparap,3240
Gherang,3240
Moriac,3240
Winchelsea,3241
Winchelsea South,3241
Birregurra,3242
Barwon Downs,3243
Warncoort,3243
Pirron Yallock,3249
Larpent,3249
Barongarook,3249
Irrewarra,3249
Coragulac,3249
Dreeite,3249
Barongarook West,3249
Swan Marsh,3249
Warrion,3249
Colac,3250
Elliminyt,3250
Colac East,3250
Colac West,3250
Cressy (Vic.),3251
Beeac,3251
Cororooke,3254
Camperdown (Vic.),3260
Bookaar,3260
Larralea,3260
Pomborneit,3260
South Purrumbete,3260
Terang,3264
Noorat,3265
Glenormiston South,3265
Boorcan,3265
Ecklin South,3265
Panmure,3265
Framlingham,3265
Laang,3265
Cudgee,3265
Kolora,3265
Ellerslie (Vic.),3265
Garvoc,3265
Simpson (Vic.),3266
Jancourt East,3266
Cobden,3266
Cobrico,3266
Glenfyne,3266
Bostocks Creek,3266
Scotts Creek (Vic.),3267
Cooriemungle,3268
Timboon,3268
Brucknell,3268
Nullawarre,3268
Nirranda,3268
Port Campbell,3269
Princetown,3269
Peterborough (Vic.),3270
Mortlake (Vic.),3272
Woorndoo,3272
Hexham (Vic.),3273
Caramut,3274
Mailors Flat,3275
Woolsthorpe,3276
Mepunga East,3277
Naringal,3277
Allansford,3277
Purnim,3278
Warrnambool,3280
Dennington,3280
Winslow,3281
Grassmere,3281
Woodford (Vic.),3281
Bushfield,3281
Koroit,3282
Illowa,3282
Warrong,3283
Kirkstall,3283
Crossley,3283
Port Fairy,3284
Narrawong,3285
Tyrendarra,3285
Yambuk,3285
Rosebrook (Vic.),3285
Macarthur (Vic.),3286
Hawkesdale,3287
Penshurst (Vic.),3289
Nelson (Vic.),3292
Glenthompson,3293
Dunkeld (Vic.),3294
Hamilton (Vic.),3300
Yulecart,3301
Moutajup,3301
Tarrington,3301
Byaduk,3301
Broadwater (Vic.),3301
Grassdale (Vic.),3302
Branxholme,3302
Condah,3303
Dartmoor (Vic.),3304
Heywood,3304
Drumborg,3304
Bessiebelle,3304
Heathmere,3305
Gorae West,3305
Cape Bridgewater,3305
Portland West,3305
Bolwarra (Vic.),3305
Portland (Vic.),3305
Portland North,3305
Unclassified (Vic.),3305
Digby,3309
Merino,3310
Casterton,3311
Langkoop,3312
Strathdownie,3312
Sandford (Vic.),3312
Wando Vale,3312
Cavendish,3314
Glenisla,3314
Bulart,3314
Coleraine,3315
Nareen,3315
Konongwootong,3315
Harrow,3317
Edenhope,3318
Apsley (Vic.),3319
Inverleigh,3321
Lismore (Vic.),3324
Derrinallum,3325
Teesdale (Vic.),3328
Shelford,3329
Rokewood,3330
Bannockburn (Vic.),3331
Russells Bridge,3331
Maude (Vic.),3331
She Oaks,3331
Lethbridge,3332
Meredith,3333
Elaine,3334
Morrisons,3334
Plumpton (Vic.),3335
Rockbank,3335
Kurunjang,3337
Melton (Vic.),3337
Toolern Vale,3337
Melton West,3337
Melton South,3338
Brookfield (Vic.),3338
Eynesbury,3338
Parwan,3340
Rowsley,3340
Balliang,3340
Maddingley,3340
Merrimu,3340
Long Forest,3340
Hopetoun Park,3340
Darley,3340
Coimadai,3340
Bacchus Marsh,3340
Greendale (Vic.),3341
Dales Creek,3341
Myrniong,3341
Korobeit,3341
Ballan,3342
Beremboke,3342
Gordon (Vic.),3345
Alfredton,3350
Newington (Vic.),3350
Lake Wendouree,3350
Ballarat Central,3350
Bakery Hill,3350
Nerrina,3350
Eureka (Vic.),3350
Ballarat East,3350
Brown Hill (Vic.),3350
Invermay Park,3350
Ballarat North,3350
Soldiers Hill (Vic.),3350
Black Hill (Vic.),3350
Golden Point (Ballarat - Vic.),3350
Mount Pleasant (Vic.),3350
Canadian,3350
Mount Clear,3350
Redan,3350
Mount Helen,3350
Smythes Creek,3351
Ross Creek (Vic.),3351
Haddon,3351
Snake Valley,3351
Carngham,3351
Chepstowe,3351
Smythesdale,3351
Berringa,3351
Scarsdale,3351
Lake Bolac,3351
Streatham,3351
Cardigan,3352
Cardigan Village,3352
Warrenheip,3352
Invermay (Vic.),3352
Magpie,3352
Bunkers Hill,3352
Bonshaw (Vic.),3352
Cambrian Hill,3352
Mount Rowan,3352
Miners Rest,3352
Learmonth (Vic.),3352
Windermere (Vic.),3352
Sulky,3352
Durham Lead,3352
Lal Lal,3352
Yendon,3352
Navigators,3352
Dunnstown,3352
Millbrook (Vic.),3352
Bungaree (Vic.),3352
Springbank,3352
Clarendon (Vic.),3352
Mount Egerton,3352
Waubra,3352
Lexton,3352
Trawalla,3352
Burrumbeet,3352
Napoleons,3352
Garibaldi,3352
Enfield (Vic.),3352
Dereel,3352
Lake Gardens,3355
Wendouree,3355
Mitchell Park (Vic.),3355
Sebastopol (Vic.),3356
Delacombe,3356
Buninyong,3357
Linton,3360
Mannibadar,3360
Skipton,3361
Creswick,3363
Dean,3363
Broomfield,3364
Allendale,3364
Kingston (Vic.),3364
Smeaton,3364
Ascot (Ballarat - Vic.),3364
Blampied,3364
Newlyn North,3364
Clunes (Vic.),3370
Talbot (Vic.),3371
Majorca,3371
Beaufort (Vic.),3373
Raglan (Vic.),3373
Great Western,3374
Buangor,3375
Ararat,3377
Moyston,3377
Cathcart (Vic.),3377
Tatyoon,3378
Willaura,3379
Stawell,3380
Pomonal,3381
Halls Gap,3381
Landsborough (Vic.),3384
Navarre,3384
Concongella,3384
Deep Lead,3385
Glenorchy (Vic.),3385
Marnoo,3387
Rupanyup,3388
Murtoa,3390
Brim,3391
Minyip,3392
Warracknabeal,3393
Beulah (Vic.),3395
Hopetoun (Vic.),3396
Horsham,3400
Riverside (Vic.),3401
Haven,3401
Brimpaen,3401
Wartook,3401
McKenzie Creek,3401
Drung,3401
Laharum,3401
Pimpinio,3401
Jung,3401
Vectis,3401
Quantong,3401
Goroke,3401
Balmoral (Vic.),3407
Toolondo,3409
Natimuk,3409
Douglas (Vic.),3409
Goroke,3412
Minimay,3413
Dimboola,3414
Nhill,3418
Netherby (Vic.),3418
Gerang Gerung,3418
Little Desert,3418
Kaniva,3419
Telopea Downs,3420
Serviceton,3420
Jeparit,3423
Rainbow,3424
Diggers Rest,3427
Bulla (Vic.),3428
Sunbury,3429
Wildwood,3429
Clarkefield,3430
Riddells Creek,3431
Monegeetta,3433
Romsey,3434
Goldie,3435
Lancefield,3435
Gisborne,3437
Bullengarook,3437
Gisborne South,3437
New Gisborne,3438
Macedon,3440
Mount Macedon,3441
Carlsruhe,3442
Woodend (Vic.),3442
Newham,3442
Woodend North,3442
Ashbourne (Vic.),3442
Hesket,3442
Lyal,3444
Metcalfe,3444
Redesdale,3444
Kyneton,3444
Tylden,3444
Lauriston,3444
Baynton (Vic.),3444
Malmsbury,3446
Taradale (Vic.),3447
Elphinstone (Vic.),3448
Castlemaine,3450
Chewton,3451
McKenzie Hill,3451
Campbells Creek,3451
Yapeen,3451
Fryerstown,3451
Guildford (Vic.),3451
Muckleford,3451
Faraday,3451
Barkers Creek,3451
Ravenswood (Vic.),3453
Harcourt,3453
Harcourt North,3453
Blackwood (Vic.),3458
Trentham,3458
Daylesford,3460
Drummond,3461
Korweinguboora,3461
Lyonville,3461
Wheatsheaf,3461
Hepburn Springs,3461
Hepburn,3461
Yandoit,3461
Mount Franklin,3461
Eganstown,3461
Glenlyon (Vic.),3461
Musk,3461
Newstead (Vic.),3462
Sandon (Vic.),3462
Shelbourne,3463
Baringhup,3463
Walmer (Vic.),3463
Maldon (Vic.),3463
Welshmans Reef,3463
Carisbrook,3464
Maryborough (Vic.),3465
Daisy Hill (Vic.),3465
Bowenvale,3465
Alma (Vic.),3465
Avoca (Vic.),3467
Amphitheatre,3468
Elmhurst,3469
Dunolly (Vic.),3472
Bet Bet,3472
Bealiba,3475
Carapooee,3477
Moonambel,3478
St Arnaud,3478
Donald,3480
Watchem,3482
Birchip,3483
Woomelang,3485
Big Desert,3490
Ouyen,3490
Murray-Sunset,3490
Patchewollock,3491
Nangiloc,3494
Colignan,3494
Meringur,3496
Werrimull,3496
Red Cliffs,3496
Cardross,3496
Irymple (Vic.),3498
Mildura,3500
Nichols Point,3501
Hattah,3501
Koorlong,3501
Merbein,3505
Yelta (Vic.),3505
Merbein South,3505
Cabarita (Vic.),3505
Birdwoodton,3505
Walpeup,3507
Underbool,3509
Murrayville,3512
Marong,3515
Leichardt,3516
Bridgewater On Loddon,3516
Bridgewater (Vic.),3516
Inglewood (Vic.),3517
Serpentine (Vic.),3517
Glenalbyn,3517
Rheola,3518
Wedderburn (Vic.),3518
Korong Vale,3520
Pyalong,3521
Tooborac,3522
Heathcote (Vic.),3523
Mount Camel,3523
Mia Mia (Vic.),3523
Knowsley,3523
Charlton (Vic.),3525
Wycheproof,3527
Culgoa,3530
Berriwillock,3531
Nandaly,3533
Sea Lake,3533
Boort,3537
Quambatook,3540
Lalbert,3542
Ultima,3544
Manangatang,3546
Robinvale,3549
Robinvale Irrigation District Section C,3549
Robinvale Irrigation District Section B,3549
Tol Tol,3549
Robinvale Irrigation District Section E,3549
Wemen,3549
North Bendigo,3550
Bendigo,3550
Long Gully,3550
West Bendigo,3550
Ironbark (Vic.),3550
Strathdale,3550
East Bendigo,3550
Kennington,3550
Spring Gully (Vic.),3550
Flora Hill,3550
Quarry Hill,3550
White Hills (Vic.),3550
East Bendigo,3551
Maiden Gully,3551
Strathfieldsaye,3551
Junortoun,3551
Ascot (Greater Bendigo - Vic.),3551
Epsom (Vic.),3551
Huntly,3551
White Hills (Vic.),3551
Emu Creek (Vic.),3551
Eppalock,3551
Sedgwick,3551
Mandurang South,3551
Lockwood,3551
Lockwood South,3551
Mandurang,3551
Axe Creek,3551
Axedale,3551
Longlea,3551
Bagshot,3551
Wellsford,3551
Tarnagulla,3551
Newbridge (Vic.),3551
Toolleen,3551
Kangaroo Flat (Vic.),3555
Big Hill (Greater Bendigo - Vic.),3555
Golden Square,3555
Golden Gully,3555
California Gully,3556
Eaglehawk,3556
Jackass Flat,3556
Sailors Gully,3556
Myers Flat,3556
Woodvale (Vic.),3556
Sebastian,3556
Goornong,3557
Elmore,3558
Hunter,3558
Colbinabbin,3559
Corop,3559
Bamawm,3561
Bamawm Extension,3561
Rochester (Vic.),3561
Ballendella,3561
Nanneella,3561
Torrumbarry,3562
Lockington,3563
Echuca,3564
Echuca Village,3564
Kanyapella,3564
Echuca West,3564
Wharparilla,3564
Gunbower,3566
Leitchville,3567
Cohuna,3568
Keely,3568
McMillans,3568
Mead,3568
Neilborough,3570
Raywood,3570
Dingee,3571
Diggora,3572
Calivil,3573
Pine Grove (Vic.),3573
Pyramid Hill,3575
Murrabit,3579
Mystic Park,3579
Koondrook,3579
Tragowel,3579
Gannawarra,3579
Kerang,3579
Koondrook,3580
Lake Charm,3581
Tresco,3584
Lake Boga,3584
Murray Downs,3585
Swan Hill,3585
Castle Donnington,3585
Pental Island,3586
Tyntynder,3586
Tyntynder South,3586
Woorinen South,3588
Woorinen,3589
Beverford,3590
Vinifera,3591
Nyah,3594
Nyah West,3595
Wood Wood,3596
Piangil,3597
Boundary Bend,3597
Nagambie,3608
Wahring,3608
Bailieston,3608
Kirwans Bridge,3608
Murchison East,3610
Murchison (Vic.),3610
Dhurringile,3610
Waranga Shores,3612
Rushworth,3612
Toolamba,3614
Tatura,3616
Harston,3616
Tatura East,3616
Byrneside,3617
Merrigum,3618
Kyabram,3620
Wyuna (Vic.),3620
Lancaster,3620
Tongala,3621
Kyvalley,3621
Koyuga,3622
Stanhope (Vic.),3623
Girgarre,3624
Mooroopna,3629
Undera,3629
Mooroopna North,3629
Ardmona,3629
Shepparton,3630
Grahamvale,3631
Shepparton North,3631
Kialla,3631
Kialla West,3631
Shepparton East,3631
Orrvale,3631
Lemnos,3631
Pine Lodge (Vic.),3631
Arcadia (Vic.),3631
Kialla East,3631
Congupna,3633
Katandra West,3634
Tallygaroopna,3634
Bunbartha,3634
Wunghnu,3635
Kaarimba,3635
Numurkah,3636
Invergordon (Vic.),3636
Yalca,3637
Waaia,3637
Kotupna,3638
Nathalia,3638
Picola,3639
Barmah,3639
Katunga,3640
Strathmerton,3641
Bearii,3641
Barooga,3644
Lalalty,3644
Cobram,3644
Cobram East,3644
Koonoomoo,3644
Yarroweyah,3644
Yabba North,3646
Dookie,3646
Katamatite,3649
Broadford,3658
Reedy Creek (Vic.),3658
Sugarloaf Creek,3658
Strath Creek,3658
Hazeldene,3658
Clonbinane,3658
Waterford Park,3658
Tallarook,3659
Seymour (Vic.),3660
Hilldene,3660
Whiteheads Creek,3660
Highlands,3660
Puckapunyal,3662
Mangalore (Vic.),3663
Avenel,3664
Euroa,3666
Miepoll,3666
Longwood (Vic.),3666
Ruffy,3666
Balmattum,3666
Strathbogie,3666
Violet Town,3669
Baddaginnie,3670
Warrenbayne,3670
Benalla,3672
Swanpool,3673
Tatong,3673
Lurg,3673
Winton (Vic.),3673
Glenrowan,3675
Greta West,3675
Greta South,3675
Wangaratta (Vic.),3677
Waldara,3678
Tarrawingee,3678
East Wangaratta,3678
North Wangaratta,3678
Everton,3678
Wangaratta South,3678
Byawatha,3678
Boorhaman,3678
Milawa,3678
Oxley (Vic.),3678
Markwood,3678
Laceby,3678
Peechelba,3678
Wangandary,3678
Cheshunt,3678
King Valley,3678
Carboor,3678
Norong,3682
Springhurst,3682
Chiltern,3683
Rutherglen,3685
Wahgunyah,3687
Barnawartha,3688
Indigo Valley,3688
West Wodonga,3690
Wodonga,3690
Upper Gundowring,3691
Dederang,3691
Bethanga,3691
Bellbridge,3691
Talgarno,3691
Huon Creek,3691
Barnawartha North,3691
Bonegilla,3691
Leneva,3691
Staghorn Flat,3691
Baranduda,3691
Ebden,3691
Tangambalanga,3691
Kiewa,3691
Osbornes Flat,3691
Kergunyah,3691
Huon,3691
Bandiana,3694
Gundowring,3695
Tawonga,3697
Tawonga South,3698
Mount Beauty,3699
Falls Creek (Vic.),3699
Bullioh,3700
Tallangatta,3700
Eskdale (Vic.),3701
Mitta Mitta,3701
Tallangatta South,3701
Tallangatta Valley,3701
Cudgewa,3705
Corryong,3707
Nariel Valley,3707
Walwa,3709
Buxton (Vic.),3711
Thornton (Vic.),3712
Eildon,3713
Taylor Bay,3713
Alexandra (Vic.),3714
Acheron,3714
Taggerty,3714
Merton,3715
Glenburn,3717
Yea,3717
Flowerdale (Vic.),3717
Murrindindi,3717
Yarck,3719
Bonnie Doon (Vic.),3720
Mansfield (Vic.),3722
Jamieson (Vic.),3723
Tolmie,3723
Merrijig (Mansfield - Vic.),3723
Howqua Hills,3723
Howqua Inlet,3723
Goughs Bay,3723
Mount Buller,3723
Barjarg,3723
Goorambat,3725
